fund,property_code,property,property_name_clean,suite,lease_start,lease_end,lease_term_months,remaining_term_months,security_deposit,market,data_quality_flag,lease,lease_type,term,tenancy,monthly,monthly_.1,annual,annual_.1,annual_.2,annual_.3,loc_amount_,fund_derived
FUND 3,3oh00005,4848 Evanswood Drive (3oh00005),4848 Evanswood Drive,200,2024-08-29,2028-09-30,49.0,37.7,0.0,0.0,,The Sherwin-Williams Company (t0001274),Industrial Net,50.0,0.92,13940.74,0,167288.88,0,0,0,0,Fund 3
FUND 3,3oh00006,8490 Seward Road (3oh00006),8490 Seward Road,100,2024-09-18,2026-05-31,20.4,9.7,0.0,55000.0,,"Qualus Services, LLC (t0001269)",Industrial Net,21.0,0.83,16500,0.3,198000,3.6,0.38,0,0,Fund 3
FUND 3,3oh00007,1711-1715 Georgesville Rd (3oh00007),1711-1715 Georgesville Rd,100,2025-01-13,2030-02-10,60.9,54.0,0.0,40000.0,,"BT Property, LLC (t0001412)",Industrial Net,61.0,0.5,10843.73,0.27,130124.76,3.25,3.08,0,0,Fund 3
FUND 3,3oh00007,1711-1715 Georgesville Rd (3oh00007),1711-1715 Georgesville Rd,200,2025-01-13,2028-02-29,37.5,30.7,,72600.0,,Pride Delivery and Installation LLC (t0001413),Industrial Net,38.0,0.5,33396,0.46,400752,5.52,2.31,0,0,Fund 3
FUND 3,3oh00008,6951 Alan Schwarzwalder Street (3oh00008),6951 Alan Schwarzwalder Street,100,2025-05-01,2027-12-31,32.0,28.7,0.0,59940.0,,"All-State Belting, LLC (t0001520)",Modified Gross,32.0,0.17,27820.77,0.46,333849.24,5.57,0.34,0,0,Fund 3
FUND 3,3oh00009,1299 Boltonfield St (3oh00009),1299 Boltonfield St,100,2025-05-28,2029-04-30,47.1,44.6,0.0,156000.0,,"Precision, LLC (t0001539)",Industrial Net,48.0,0.17,71500,0.46,858000,5.5,1.16,0,0,Fund 3
FUND 3,3pa00001,9 S. Forrest Avenue (3pa00001),9 S. Forrest Avenue,200,2017-12-01,2026-11-30,108.0,15.7,,13939.0,,911 Safety Equipment LLC (t0000848),Industrial Net,108.0,7.58,12080.47,0.87,144965.64,10.4,3.43,0,0,Fund 3
FUND 3,3pa00001,9 S. Forrest Avenue (3pa00001),9 S. Forrest Avenue,100,,,,,,29620.0,,VACANT,,,,,,,,,,,Fund 3
FUND 3,3pa00001,9 S. Forrest Avenue (3pa00001),9 S. Forrest Avenue,300,,,,,,6380.0,,VACANT,,,,,,,,,,,Fund 3
FUND 3,3pa00003,801 Primos Avenue  (3pa00003),801 Primos Avenue,100,2024-12-12,2030-05-31,65.6,57.7,,33000.0,,"American Expediting Logistics, LLC (t0001399)",Industrial Net,66.0,0.58,30937.5,0.94,371250,11.25,2.63,0,0,Fund 3
FUND 3,3pa00004,150 Rittenhouse Circle (3pa00004),150 Rittenhouse Circle,100,,,,,,50618.0,,VACANT,,,,,,,,,,,Fund 3
FUND 3,3pa00004,150 Rittenhouse Circle (3pa00004),150 Rittenhouse Circle,200,,,,,,50618.0,,VACANT,,,,,,,,,,,Fund 3
FUND 3,3pa00005,411 Sinclair Road (3pa00005),411 Sinclair Road,100,2025-05-13,2025-06-30,1.6,0.0,0.0,67330.0,,Northtec LLC (t0001521),Industrial Net,2.0,0.17,45069,0.67,540828,8.03,0.29,0,0,Fund 3
FUND 3,3pa00006,260-280 Hansen Access Road (3pa00006),260-280 Hansen Access Road,260_280,,,,,,0.0,,VACANT,,,,,,,,,,,Fund 3
FUND 3,3tn00001,3338-3352 Democrat (3tn00001),3338-3352 Democrat,1,2018-05-01,2028-05-31,121.0,33.7,,24000.0,,"DS Services of America, Inc. (t0000868)",Industrial Net,121.0,7.17,9800,0.41,117600,4.9,2.05,0,0,Fund 3
FUND 3,3tn00001,3338-3352 Democrat (3tn00001),3338-3352 Democrat,10,2021-05-01,2027-04-30,71.9,20.6,0.0,24000.0,,"Ferguson Enterprises, LLC (t0000869)",Industrial Net,72.0,4.17,9320,0.39,111840,4.66,1.97,0.07,0,Fund 3
FUND 3,3tn00001,3338-3352 Democrat (3tn00001),3338-3352 Democrat,2,2025-05-07,2026-12-31,19.8,16.7,,12000.0,,"Koontz Electric Company, Inc. (t0001518)",Industrial Net,20.0,0.17,4398.75,0.37,52785,4.4,1.99,0,0,Fund 3
FUND 3,3tn00001,3338-3352 Democrat (3tn00001),3338-3352 Democrat,3,2019-10-09,2030-06-30,128.7,58.6,0.0,12000.0,,Overhead Door Corporation (t0000891),Industrial Net,129.0,5.75,0,0,0,0,2.1,0,0,Fund 3
FUND 3,3tn00001,3338-3352 Democrat (3tn00001),3338-3352 Democrat,4,2018-02-01,2028-01-31,119.9,29.7,,18000.0,,"KenCo Distributors, Inc. (t0000870)",Industrial Net,120.0,7.42,6524.54,0.36,78294.48,4.35,2.05,0,0,Fund 3
FUND 3,3tn00001,3338-3352 Democrat (3tn00001),3338-3352 Democrat,5,2021-12-01,2026-11-30,60.0,15.7,,6000.0,,"Vortex Aviation, LLC (t0000902)",Industrial Net,60.0,3.58,1817.02,0.3,21804.24,3.63,2.05,0,0,Fund 3
FUND 3,3tn00001,3338-3352 Democrat (3tn00001),3338-3352 Democrat,6,2021-03-01,2026-02-28,60.0,6.6,0.0,24000.0,,"Penco Products, Inc. (t0000892)",Industrial Net,60.0,4.33,5260,0.22,63120,2.63,2.05,0,0,Fund 3
FUND 3,3tn00001,3338-3352 Democrat (3tn00001),3338-3352 Democrat,7,2024-06-01,2025-10-31,17.0,2.7,0.0,12000.0,,"AMERICAN BUILDERS & CONTRACTORS SUPPLY CO., INC. (t0001187)",Industrial Net,17.0,1.08,4190,0.35,50280,4.19,2,0,0,Fund 3
FUND 3,3tn00001,3338-3352 Democrat (3tn00001),3338-3352 Democrat,8,2017-12-01,2027-11-30,119.9,27.7,0.0,24000.0,,Thorpe Products Company (t0000895),Industrial Net,120.0,7.58,8660,0.36,103920,4.33,2,0,0,Fund 3
FUND 3,3tn00001,3338-3352 Democrat (3tn00001),3338-3352 Democrat,AD,2016-01-01,2025-12-31,120.0,4.7,0.0,0.0,,The Lamar Group (t0000894),Industrial Gross,120.0,9.5,157.13,0,1885.56,0,0,0,0,Fund 3
FUND 3,3tn00001,3338-3352 Democrat (3tn00001),3338-3352 Democrat,9,,,,,,12000.0,,VACANT,,,,,,,,,,,Fund 3
FUND 3,3tn00002,3298 Democrat (3tn00002),3298 Democrat,1,2019-11-01,2028-10-31,108.0,38.7,0.0,34200.0,,"American Builders & Contractor Supply Co., Inc. (t0000865)",Industrial Net,108.0,5.67,11941.5,0.35,143298,4.19,2.09,0,0,Fund 3
FUND 3,3tn00003,3276 Democrat (3tn00003),3276 Democrat,1,2020-02-01,2026-01-31,72.0,5.7,,12025.0,,"Johnson Window Films, Inc (t0000898)",Industrial Net,72.0,5.42,4830.56,0.4,57966.72,4.82,2.28,0,0,Fund 3
FUND 3,3tn00003,3276 Democrat (3tn00003),3276 Democrat,2,2022-04-01,2029-03-31,84.0,43.7,0.0,22500.0,,"Mechanics Laundry Service, Incorporated (t0000872)",Industrial Net,84.0,3.25,5653.67,0.25,67844.04,3.02,2.22,0,0,Fund 3
FUND 3,3tn00003,3276 Democrat (3tn00003),3276 Democrat,3,2021-08-01,2026-07-31,60.0,11.7,,45000.0,,"Lanter Distributing, LLC (t0000899)",Industrial Net,60.0,3.92,13612.5,0.3,163350,3.63,2.28,0,0,Fund 3
FUND 3,3tn00003,3276 Democrat (3tn00003),3276 Democrat,4-5,2023-09-01,2026-08-31,36.0,12.7,0.0,15000.0,,Penske (t0001067),Industrial Net,36.0,1.83,6725,0.45,80700,5.38,2.28,0,0,Fund 3
FUND 3,3tn00003,3276 Democrat (3tn00003),3276 Democrat,6,2022-06-01,2027-05-31,60.0,21.6,0.0,7500.0,,"Sage GSE Services, LLC (t0000893)",Industrial Net,60.0,3.08,2697.31,0.36,32367.72,4.32,2.28,0,0,Fund 3
FUND 3,3tn00003,3276 Democrat (3tn00003),3276 Democrat,7,2018-02-01,2028-01-31,119.9,29.7,0.0,22500.0,,Tri State Tire Wholesale and Recycle LLC (t0000896),Industrial Net,120.0,7.42,8416.2,0.37,100994.4,4.49,2.28,0,0,Fund 3
FUND 3,3tn00003,3276 Democrat (3tn00003),3276 Democrat,8,2023-12-01,2028-11-30,60.0,39.7,0.0,22500.0,,Habegger (t0001087),Industrial Net,60.0,1.58,10387.5,0.46,124650,5.54,2.28,0,0,Fund 3
FUND 3,3tn00004,3272 Democrat (3tn00004),3272 Democrat,1,2017-11-16,2027-11-30,120.4,27.7,,30000.0,,"Motion Industries, Inc. (t0000874)",Industrial Net,121.0,7.67,13750,0.46,165000,5.5,2.37,0,0,Fund 3
FUND 3,3tn00005,3262-3268 Democrat (3tn00005),3262-3268 Democrat,"1,  1-5,  1-5B,  2-3,  6,  6-10",2013-05-31,2032-04-30,227.0,80.7,,220000.0,,AOSOM LLC (t0000890),Industrial Net,228.0,12.17,48638.7,0.22,583664.4,2.65,1.97,0,0,Fund 3
FUND 3,3tn00005,3262-3268 Democrat (3tn00005),3262-3268 Democrat,4-7,2021-10-01,2027-03-31,65.9,19.6,,40000.0,,R.P. Acquisition Corporation (t0000900),Industrial Net,66.0,3.75,11400,0.28,136800,3.42,2.01,0,0,Fund 3
FUND 3,3tn00006,3696 Knight Road (3tn00006),3696 Knight Road,101,2024-08-19,2030-09-30,73.4,61.7,,48534.0,,USCutter Inc. (t0001273),Industrial Net,74.0,0.92,15076.47,0.31,180917.64,3.73,1.92,0,0,Fund 3
FUND 3,3tn00006,3696 Knight Road (3tn00006),3696 Knight Road,200,2024-08-19,2027-08-31,36.4,24.7,,31024.0,,"AALP, LLC (t0001272)",Industrial Net,37.0,0.92,9599.73,0.31,115196.76,3.71,1.92,0,0,Fund 3
FUND 3,3tn00007,5465 E Raines (3tn00007),5465 E Raines,01-04,2024-08-15,2026-03-31,19.5,7.7,,60000.0,,"Steren Electronics International, LLC (t0001308)",Industrial Net,20.0,0.92,18888.75,0.31,226665,3.78,2.05,0,0,Fund 3
FUND 3,3tn00007,5465 E Raines (3tn00007),5465 E Raines,05-12,2024-08-15,2025-08-31,12.5,0.7,,120000.0,,Dematic Corp. (t0001284),Industrial Net,13.0,0.92,35500,0.3,426000,3.55,2.05,0,0,Fund 3
FUND 3,3tn00010,4105 S Mendenhall Road (3tn00010),4105 S Mendenhall Road,100,2024-08-15,2028-04-30,44.5,32.7,,102500.0,,"KPower Global Logistics, LLC (t0001277)",Industrial Net,45.0,0.92,28544.84,0.28,342538.08,3.34,2.15,0,0,Fund 3
FUND 3,3tn00011,4287 Delp Street (3tn00011),4287 Delp Street,100,2024-08-15,2030-07-31,71.5,59.7,,102000.0,,"Wholesale Glass Distributors, Inc. (t0001292)",Industrial Net,72.0,0.92,25075,0.25,300900,2.95,1.43,0,0,Fund 3
FUND 3,3tn00012,3845 Crowfarn Drive (3tn00012),3845 Crowfarn Drive,100,2024-08-15,2027-01-31,29.5,17.7,,105785.0,,"Roadrunner Transportation Systems, Inc. (t0001285)",Industrial Net,30.0,0.92,25564.71,0.24,306776.52,2.9,0.96,0,0,Fund 3
FUND 3,3tn00013,4026-4080 Senator Street (3tn00013),4026-4080 Senator Street,1,2024-08-15,2026-11-30,27.5,15.7,,45200.0,,Shearer Supply Inc. (t0001309),Industrial Net,28.0,0.92,13183.33,0.29,158200,3.5,1.73,0,0,Fund 3
FUND 3,3tn00013,4026-4080 Senator Street (3tn00013),4026-4080 Senator Street,2,2024-08-15,2028-02-29,42.5,30.7,,24000.0,,"La Michoacana Wholesale, Inc. (t0001315)",Industrial Net,43.0,0.92,6700,0.28,80400,3.35,1.73,0,0,Fund 3
FUND 3,3tn00013,4026-4080 Senator Street (3tn00013),4026-4080 Senator Street,3,,,,,,35600.0,,VACANT,,,,,,,,,,,Fund 3
FUND 3,3tn00014,3755 Knight Arnold Road (3tn00014),3755 Knight Arnold Road,100,2024-08-15,2031-02-28,78.4,66.6,,211650.0,,"Aluma-Form, Inc. (t0001281)",Industrial Net,79.0,0.92,46210.25,0.22,554523,2.62,1.77,0,0,Fund 3
FUND 3,3tn00015,4519 Old Lamar Avenue (3tn00015),4519 Old Lamar Avenue,1,2024-08-15,2029-08-31,60.5,48.7,,12390.0,,"ITR America, LLC (t0001311)",Industrial Net,61.0,0.92,5916.61,0.48,70999.32,5.73,2,0,0,Fund 3
FUND 3,3tn00016,4133-4175 Senator St (3tn00016),4133-4175 Senator St,1,2024-08-15,2026-08-31,24.5,12.7,,3860.0,,"Precision of New Hampton, Inc. (t0001295)",Industrial Net,25.0,0.92,1489.32,0.39,17871.84,4.63,2.43,0,0,Fund 3
FUND 3,3tn00016,4133-4175 Senator St (3tn00016),4133-4175 Senator St,11,2024-08-15,2028-05-31,45.5,33.7,,3450.0,,"All-N-Express, LLC (t0001296)",Industrial Net,46.0,0.92,1653.13,0.48,19837.56,5.75,2.08,0,0,Fund 3
FUND 3,3tn00016,4133-4175 Senator St (3tn00016),4133-4175 Senator St,12,2024-08-15,2027-01-31,29.5,17.7,0.0,7245.0,,Evoqua Water Technologies LLC (t0001298),Industrial Net,30.0,0.92,4491.9,0.62,53902.8,7.44,2.41,0,0,Fund 3
FUND 3,3tn00016,4133-4175 Senator St (3tn00016),4133-4175 Senator St,2,2024-08-15,2026-10-31,26.5,14.7,,5175.0,,"Network Communications Systems, LLC (t0001305)",Industrial Net,27.0,0.92,2371.88,0.46,28462.5,5.5,2.35,0,0,Fund 3
FUND 3,3tn00016,4133-4175 Senator St (3tn00016),4133-4175 Senator St,3-4,2024-08-15,2027-06-30,34.5,22.6,,6110.0,,"William R. Eubanks Interior Design, Inc. (t0001294)",Industrial Net,35.0,0.92,2418.54,0.4,29022.48,4.75,2.43,0,0,Fund 3
FUND 3,3tn00016,4133-4175 Senator St (3tn00016),4133-4175 Senator St,5,2024-08-15,2027-02-28,30.5,18.6,,3000.0,,CP Rankin Inc. (t0001300),Industrial Net,31.0,0.92,1390,0.46,16680,5.56,2.43,0,0,Fund 3
FUND 3,3tn00016,4133-4175 Senator St (3tn00016),4133-4175 Senator St,6,2024-08-15,2028-02-29,42.5,30.7,,2000.0,,Kee Pest Control Inc. (t0001299),Industrial Net,43.0,0.92,1133.33,0.57,13599.96,6.8,2.43,0,0,Fund 3
FUND 3,3tn00016,4133-4175 Senator St (3tn00016),4133-4175 Senator St,8,2025-01-02,2030-02-28,61.9,54.6,,9613.0,,"Flowers Baking Co. of Batesville, LLC (t0001358)",Industrial Net,62.0,0.5,4486.07,0.47,53832.84,5.6,2.05,0,0,Fund 3
FUND 3,3tn00016,4133-4175 Senator St (3tn00016),4133-4175 Senator St,9,2024-08-15,2026-12-31,28.5,16.7,,14837.0,,Birner Memphis LLC (t0001313),Industrial Net,29.0,0.92,5452.6,0.37,65431.2,4.41,2.43,0,0,Fund 3
FUND 3,3tn00017,4179-4189 Senator St (3tn00017),4179-4189 Senator St,2,2024-08-15,2027-09-30,37.5,25.7,,4125.0,,Arnett Logistics Group LLC (t0001301),Industrial Net,38.0,0.92,1718.75,0.42,20625,5,3.03,0,0,Fund 3
FUND 3,3tn00017,4179-4189 Senator St (3tn00017),4179-4189 Senator St,2A,2024-08-15,2027-04-30,32.5,20.6,,4125.0,,MVision Trucking LLC (t0001297),Industrial Net,33.0,0.92,1381.87,0.33,16582.44,4.02,3.03,0,0,Fund 3
FUND 3,3tn00017,4179-4189 Senator St (3tn00017),4179-4189 Senator St,3,,,,,,4125.0,,VACANT,,,,,,,,,,,Fund 3
FUND 3,3tn00017,4179-4189 Senator St (3tn00017),4179-4189 Senator St,4,,,,,,9578.0,,VACANT,,,,,,,,,,,Fund 3
FUND 3,3tn00017,4179-4189 Senator St (3tn00017),4179-4189 Senator St,5,,,,,,2797.0,,VACANT,,,,,,,,,,,Fund 3
FUND 3,3tn00018,4533 Old Lamar Ave (3tn00018),4533 Old Lamar Ave,100,,,,,,112422.0,,VACANT,,,,,,,,,,,Fund 3
FUND 3,3tx00001,12621-12623 International Pkwy (3tx00001),12621-12623 International Pkwy,STE-A,,,,,,54920.0,,VACANT,,,,,,,,,,,Fund 3
FUND 3,3tx00002,1801 S. GSW Parkway (3tx00002),1801 S. GSW Parkway,100,,,,,,56485.0,,VACANT,,,,,,,,,,,Fund 3
FUND 3,3tx00002,1801 S. GSW Parkway (3tx00002),1801 S. GSW Parkway,300,,,,,,12000.0,,VACANT,,,,,,,,,,,Fund 3
FUND 3,3tx00002,1801 S. GSW Parkway (3tx00002),1801 S. GSW Parkway,500,,,,,,20000.0,,VACANT,,,,,,,,,,,Fund 3
FUND 3,3tx00002,1801 S. GSW Parkway (3tx00002),1801 S. GSW Parkway,600,,,,,,0.0,,VACANT,,,,,,,,,,,Fund 3
FUND 3,3tx00002,1801 S. GSW Parkway (3tx00002),1801 S. GSW Parkway,700,,,,,,18095.0,,VACANT,,,,,,,,,,,Fund 3
FUND 3,3tx00002,1801 S. GSW Parkway (3tx00002),1801 S. GSW Parkway,800,,,,,,0.0,,VACANT,,,,,,,,,,,Fund 3
FUND 3,3tx00002,1801 S. GSW Parkway (3tx00002),1801 S. GSW Parkway,C,,,,,,0.0,,VACANT,,,,,,,,,,,Fund 3
FUND 3,3tx00003,2300 E Randol Mill Road (3tx00003),2300 E Randol Mill Road,100,2012-04-06,2027-07-31,183.8,23.7,,50888.0,,"Doskocil Manufacturing Company, Inc. (t0000981)",Industrial Net,184.0,13.25,56416.56,1.11,676998.72,13.3,3.66,0,0,Fund 3
FUND 3,3tx00004,2220 Chemsearch Blvd (3tx00004),2220 Chemsearch Blvd,150,2016-12-01,2027-02-28,122.9,18.6,0.0,77259.0,,"An Texas Region Management, Ltd. (t0000979)",Industrial Net,123.0,8.58,76937.09,1,923245.08,11.95,3.96,0,0,Fund 3
FUND 3,3tx00004,2220 Chemsearch Blvd (3tx00004),2220 Chemsearch Blvd,200,,,,,,38667.0,,VACANT,,,,,,,,,,,Fund 3
FUND 3,3tx00005,1111 Northpoint Drive (3tx00005),1111 Northpoint Drive,1111,2022-09-01,2034-08-31,144.0,108.7,,126596.0,,"Associated Pathologists, LLC  (t0000974)",Industrial Net,144.0,2.83,140310.57,1.11,1683726.84,13.3,8.06,0,0,Fund 3
FUND 3,3tx00006,1601 Valley View Lane (3tx00006),1601 Valley View Lane,1601,2013-01-01,2027-12-31,179.9,28.7,,191887.0,,Central National Gottesman Inc. (t0000978),Industrial Net,180.0,12.5,60764.22,0.32,729170.64,3.8,1.87,0,0,Fund 3
FUND 3,3tx00007,1460 N Glenville Drive (3tx00007),1460 N Glenville Drive,1460,,,,,,121068.0,,VACANT,,,,,,,,,,,Fund 3
FUND 3,3tx00008,1301 Ridgeview Drive (3tx00008),1301 Ridgeview Drive,100,2009-03-01,2028-05-31,231.0,33.7,,86683.0,,"Compudata Products, Inc. (t0000976)",Industrial Net,231.0,16.33,31801.47,0.37,381617.64,4.4,2.48,0,0,Fund 3
FUND 3,3tx00008,1301 Ridgeview Drive (3tx00008),1301 Ridgeview Drive,150,2013-09-01,2027-11-30,170.9,27.7,,28776.0,,"7-Eleven, Inc. (t0000975)",Industrial Net,171.0,11.83,21268.1,0.74,255217.2,8.87,2.76,0,0,Fund 3
FUND 3,3tx00010,1501 Kings Road  (3tx00010),1501 Kings Road,1501,2025-03-01,2035-04-30,121.9,116.6,,154923.0,,"Beard Integrated Systems, Inc. (t0001352)",Industrial Net,122.0,0.33,96826.88,0.63,1161922.56,7.5,2,0,0,Fund 3
FUND 3,3tx00011,1101 Venture Ct. (3tx00011),1101 Venture Ct.,1101,2025-04-01,2028-05-31,38.0,33.7,,22876.0,,March Products Inc. (t0001462),Industrial Net,38.0,0.25,18586.75,0.81,223041,9.75,3.16,0,0,Fund 3
FUND 3,3tx00011,1101 Venture Ct. (3tx00011),1101 Venture Ct.,120,2024-06-01,2029-07-31,62.0,47.7,,23272.0,,"EGL Motors, Inc. (t0001196)",Industrial Net,62.0,1.08,21580.9,0.93,258970.8,11.13,3.09,0,0,Fund 3
FUND 3,3tx00012,4525 McEwen Road (3tx00012),4525 McEwen Road,4525,2023-05-31,2029-06-30,73.0,46.6,,21025.0,,"Worldpac, Inc. (t0001036)",Industrial Net,74.0,2.17,18272.7,0.87,219272.4,10.43,3.04,0,0,Fund 3
FUND 3,3tx00012,4525 McEwen Road (3tx00012),4525 McEwen Road,4535,2019-09-01,2028-10-31,110.0,38.7,,15097.0,,"Consolidated Clothiers, Inc.  (t0001035)",Industrial Net,110.0,5.83,12640.37,0.84,151684.44,10.05,3.05,0,0,Fund 3
FUND 3,3tx00013,4450 Alpha Road  (3tx00013),4450 Alpha Road,1,2023-05-31,2031-05-31,96.0,69.6,,40324.0,,"Redline Volleyball, LLC (t0001033)",Industrial Net,97.0,2.17,31080.14,0.77,372961.68,9.25,2.55,0,0,Fund 3
FUND 3,3tx00013,4450 Alpha Road  (3tx00013),4450 Alpha Road,2,2023-05-31,2027-03-31,46.0,19.6,,41000.0,,"Wine Retriever, LLC (t0001034)",Industrial Net,47.0,2.17,29435.01,0.72,353220.12,8.62,2.6,0,0,Fund 3
FUND 3,3tx00014,10755 Sanden Drive (3tx00014),10755 Sanden Drive,100,2025-04-01,2028-03-31,36.0,31.7,0.0,11875.0,,Circuit Works Corporation (t0001420),Industrial Net,36.0,0.25,10638.02,0.9,127656.24,10.75,3.4,0,0,Fund 3
FUND 3,3tx00014,10755 Sanden Drive (3tx00014),10755 Sanden Drive,200,2024-04-04,2028-12-31,56.9,40.7,,9586.0,,"Monk Holdings, LLC (t0001205)",Modified Gross,57.0,1.25,8639.38,0.9,103672.56,10.81,1.04,0,0,Fund 3
FUND 3,3tx00014,10755 Sanden Drive (3tx00014),10755 Sanden Drive,300,2024-12-01,2027-12-31,37.0,28.7,,6924.0,,Flower Shop El Chapin LLC (t0001363),Industrial Net,37.0,0.58,6635.5,0.96,79626,11.5,3.15,0,0,Fund 3
FUND 3,3tx00015,1800-20 N Glenville Drive (3tx00015),1800-20 N Glenville Drive,100,2024-04-04,2027-02-28,34.8,18.6,,11642.0,,"Rahima, LLC (t0001214)",Modified Gross,35.0,1.25,12721.51,1.09,152658.12,13.11,3.44,0,0,Fund 3
FUND 3,3tx00015,1800-20 N Glenville Drive (3tx00015),1800-20 N Glenville Drive,"100A,  102,  136,  136W",2024-04-04,2027-04-30,36.8,20.6,,14989.0,,"Best Buy Windows & Siding, LLC (t0001211)",Modified Gross,37.0,1.25,17592.17,1.17,211106.04,14.08,2.99,0,0,Fund 3
FUND 3,3tx00015,1800-20 N Glenville Drive (3tx00015),1800-20 N Glenville Drive,102A,2024-04-04,2028-12-31,56.9,40.7,,5700.0,,"TGM, Incorporated (t0001216)",Modified Gross,57.0,1.25,7067.16,1.24,84805.92,14.88,2.23,0,0,Fund 3
FUND 3,3tx00015,1800-20 N Glenville Drive (3tx00015),1800-20 N Glenville Drive,108,2024-04-04,2026-05-31,25.9,9.7,,1933.0,,"Classic Agrimed, LLC (t0001208)",Modified Gross,26.0,1.25,2841.51,1.47,34098.12,17.64,2.23,0,0,Fund 3
FUND 3,3tx00015,1800-20 N Glenville Drive (3tx00015),1800-20 N Glenville Drive,108A,2024-04-04,2025-12-31,20.9,4.7,,3578.0,,"Vercet, LLC (t0001218)",Modified Gross,21.0,1.25,3831.7,1.07,45980.4,12.85,0,0,0,Fund 3
FUND 3,3tx00015,1800-20 N Glenville Drive (3tx00015),1800-20 N Glenville Drive,114,2024-04-04,2026-04-30,24.8,8.6,0.0,7500.0,,"Centurylink Communications, LLC (t0001217)",Modified Gross,25.0,1.25,9449.42,1.26,113393.04,15.12,2.25,0,0,Fund 3
FUND 3,3tx00015,1800-20 N Glenville Drive (3tx00015),1800-20 N Glenville Drive,116,2025-03-06,2025-08-31,5.8,0.7,,7141.0,,"QG Geophysics, Inc. (t0001449)",Industrial Net,6.0,0.33,6993.7,0.98,83924.4,11.75,3.15,0,0,Fund 3
FUND 3,3tx00015,1800-20 N Glenville Drive (3tx00015),1800-20 N Glenville Drive,"116A,  120,  122A",2024-04-04,2027-07-31,39.8,23.7,,9884.0,,L2P Solutions (t0001215),Industrial Net,40.0,1.25,10895.89,1.1,130750.68,13.23,2.79,0,0,Fund 3
FUND 3,3tx00015,1800-20 N Glenville Drive (3tx00015),1800-20 N Glenville Drive,"120A,  122",2024-04-04,2028-05-31,49.9,33.7,,2592.0,,"Bobby Levy Construction, Inc. (t0001206)",Modified Gross,50.0,1.25,2803.51,1.08,33642.12,12.98,3.44,0,0,Fund 3
FUND 3,3tx00015,1800-20 N Glenville Drive (3tx00015),1800-20 N Glenville Drive,124,2024-04-04,2026-03-31,23.9,7.7,,5455.0,,"CP Strategies, Inc. (t0001209)",Modified Gross,24.0,1.25,5909.58,1.08,70914.96,13,2.23,0,0,Fund 3
FUND 3,3tx00015,1800-20 N Glenville Drive (3tx00015),1800-20 N Glenville Drive,124A,2024-04-04,2027-09-30,41.9,25.7,,2902.0,,"Jerry Sharp & Holmaleski Holdings, LLC (t0001212)",Modified Gross,42.0,1.25,3646.79,1.26,43761.48,15.08,2.23,0,0,Fund 3
FUND 3,3tx00015,1800-20 N Glenville Drive (3tx00015),1800-20 N Glenville Drive,128,2024-04-04,2027-11-30,43.9,27.7,,4574.0,,"Tri-State Car Wash Supplies, LLC (t0001204)",Industrial Net,44.0,1.25,4707.41,1.03,56488.92,12.35,3.99,0,0,Fund 3
FUND 3,3tx00017,2901 S. Cravens Rd. (3tx00017),2901 S. Cravens Rd.,100,2024-10-01,2026-03-31,17.9,7.7,0.0,13800.0,,"VoidForm Products, LLC (t0001348)",Industrial Net,18.0,0.75,7842.22,0.57,94106.64,6.82,1.79,0,0,Fund 3
FUND 3,3tx00018,6151 Cowley Road (3tx00018),6151 Cowley Road,100,2024-10-01,2026-03-31,17.9,7.7,0.0,43312.0,,"VoidForm Products, LLC (t0001347)",Industrial Net,18.0,0.75,24613.15,0.57,295357.8,6.82,1.55,0,0,Fund 3
FUND 3,3tx00019,2833 S Cravens Road (3tx00019),2833 S Cravens Road,100,2024-10-01,2026-03-31,17.9,7.7,0.0,10800.0,,"VoidForm Products, LLC (t0001349)",Industrial Net,18.0,0.75,6137.39,0.57,73648.68,6.82,1.67,0,0,Fund 3
FUND 3,3tx00021,1720 Hurd Drive (3tx00021),1720 Hurd Drive,200,2025-06-02,2032-07-31,85.9,83.7,0.0,33340.0,,"** Voxx Exhibits, LLC (t0001626)",Industrial Net,86.0,0.08,0,0,0,0,2.36,0,0,Fund 3
FUND 3,3tx00022,14271 Welch Road (3tx00022),14271 Welch Road,130,2025-06-02,2029-07-31,49.9,47.7,0.0,46104.0,,"** Drybev, Inc. (t0001623)",Industrial Net,50.0,0.08,25549.3,0.55,306591.6,6.65,2.23,0,0,Fund 3
FUND 3,3tx00022,14271 Welch Road (3tx00022),14271 Welch Road,14277,2025-06-02,2027-08-31,26.9,24.7,0.0,28750.0,,"** Staton Holdings, Inc. (t0001625)",Industrial Net,27.0,0.08,14230.99,0.49,170771.88,5.94,2.68,0,0,Fund 3
FUND 3,3tx00022,14271 Welch Road (3tx00022),14271 Welch Road,200,2025-06-02,2026-01-31,8.0,5.7,0.0,27864.0,,"** Graphic Solutions Group, Inc. (t0001624)",Industrial Net,8.0,0.08,13328.5,0.48,159942,5.74,2.3,0,0,Fund 3
FUND 3,3tx00023,14281-14289 Welch Road (3tx00023),14281-14289 Welch Road,14281,2025-06-02,2033-08-31,98.9,96.7,0.0,39655.0,,"** Drybev, Inc. (t0001621)",Industrial Net,99.0,0.08,17615.44,0.44,211385.28,5.33,2.28,0,0,Fund 3
