Lease Code,Customer Code,Customer Name,Tenant Name,Property Code,Property Address,State,Fund,Market,hMy,hCode,sCode,sName,DATE_HEADING,DATE_CREDITCHECK,CREDIT_SCORE,CREDIT_RATING,CREDIT_ATTACHMENT,CREDIT_NOTES,COMPANY_INFO,COMPANY_NAME,COMPANY_LOCATION,COMPANY_WEBSITE,COMPANY_YEARFOUNDED,COMPANY_DESCRIPTION,COMPANY_OWNERSHIP,COMPANY_INDUSTRY,COMPANY_GROUP,HEADERFINANACIALS,COMPANY_REVENUES,GROSS_PROFIT,COMPANY_EBIT,COMPANY_EBITDA,COMPANY_TOTAL_ASSETS,COMPANY_TOTAL_DEBT,ORIGINAL_CUSTOMER,ORIGINAL_SCODE,SLB Flag,Lease Status
t0000216,c0000486    ,"Miller Road Daycare, LLC","Miller Road Daycare, LLC",gasc3004,2958 Miller Rd,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000356,c0000436    ,"LOS, LLC","LOS, LLC",gasc4005,5036 Minola  Dr,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000226,c0000422    ,Lambert Chiropractic and Wellness Center-2879 Minola,Lambert Chiropractic and Wellness Center-2879 Minola,gasc4005,5036 Minola  Dr,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000172,c0000368    ,"Integrated Communication Networks, Inc.","Integrated Communication Networks, Inc.",gasc5006,5108 Minola Dr,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000562,c0000511    ,New South Construction Supply LLC,New South Construction Supply LLC,gasc6007,5220 Minola Dr,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000176,c0000249    ,"Earle M. Jorgensen Company, Inc.","Earle M. Jorgensen Company, Inc.",gasc6007,5220 Minola Dr,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0000192,c0000081    ,All States AG Parts LLC,All States AG Parts LLC,gaold008,1721 Old Covington Rd NE,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000461,c0000677    ,Sunshine Solar,Sunshine Solar,gasto009,7217 Daniel Dr,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000185,c0000283    ,"FinishMaster, Inc.","FinishMaster, Inc.",gasto009,7217 Daniel Dr,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000186,c0000405    ,Ketom Construction d/b/a Southern Press System,Ketom Construction d/b/a Southern Press System,gasto009,7217 Daniel Dr,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000187,c0000074    ,"Aero Assets, LLC","Aero Assets, LLC",gasto009,7217 Daniel Dr,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000188,c0000217    ,"CSAS, LLC [Two Men and a Truck of Henry County]","CSAS, LLC",gasto009,7217 Daniel Dr,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000422,c0000715    ,Top Tier All Stars LLC,Top Tier All Stars LLC,gasto009,7217 Daniel Dr,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000158,c0000145    ,"Black Ink, Inc.","Black Ink, Inc.",gacn010 ,1479 Parker Rd SE,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000159,c0000058    ,Orkin,Orkin LLC,gacn010 ,1479 Parker Rd SE,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000160,c0000166    ,California Cycleworks Inc,California Cycleworks Inc,gacn010 ,1479 Parker Rd SE,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000161,c0000135    ,Belles Secrets,Belles Secrets,gacn010 ,1479 Parker Rd SE,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000162,c0000363    ,Infinite Wireless,Infinite Wireless,gacn011 ,1417 Parker Rd SE,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000127,c0000464    ,Melvins Classic Ford Parts Inc.,Melvins Classic Ford Parts Inc.,gacn012 ,1390 Business Center Dr SW,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000155,c0000649    ,Southern Pipe & Supply Company Inc,Southern Pipe & Supply Company Inc,gacn012 ,1390 Business Center Dr SW,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000156,c0000365    ,Innovative Radiology LLC,Innovative Radiology LLC,gacn012 ,1390 Business Center Dr SW,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000227,c0000179    ,Central Garden and Pet Company,Central Garden and Pet Company,gahaz013,8306 Hazelbrand Rd NE,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000229,c0000683    ,TB Auctions,TB Auctions,gahaz013,8306 Hazelbrand Rd NE,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0000466,c0000128    ,Bargain Junction,Bargain Junction,gahaz013,8306 Hazelbrand Rd NE,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000175,c0000043    ,"Granite Packaging, LLC",Granite Packaging LLC,gasc1014,1 Leggett Dr,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000182,c0000043    ,"Granite Packaging, LLC","Granite Packaging, LLC",gasc2015,754 East Hightower Trail,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000183,c0000043    ,"Granite Packaging, LLC","Granite Packaging, LLC",gasc3016,772 East Hightower Trail,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001014,c0000782    ,"Top Polymer Enterprise, LLC","Top Polymer Enterprise, LLC",gasc3016,772 East Hightower Trail,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000157,c0000745    ,Video Display Corporation,Video Display Corporation,gatuc017,1868 Tucker Industrial Rd,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0000758,c0000079    ,All About Furniture LLC,All About Furniture,gatuc017,1868 Tucker Industrial Rd,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000816,c0000096    ,"American Technology Trading Co, LLC","American Technology Trading Co, LLC",gatuc017,1868 Tucker Industrial Rd,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000376,c0000455    ,Maurice Cafe,Maurice Cafe,gacre100,100 Crescent Center Pkwy,GA,FRG 6                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000563,c0000692    ,"The Children and Teenagers Foundation, Inc","Georgia Health Partners, LLC",gacre100,100 Crescent Center Pkwy,GA,FRG 6                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000394,c0000660    ,"Staffing One, Inc","Staffing One, Inc",gacre100,100 Crescent Center Pkwy,GA,FRG 6                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0000395,c0000588    ,"Residential Enhancements, LLC","Residential Enhancements, LLC",gacre100,100 Crescent Center Pkwy,GA,FRG 6                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000396,c0000107    ,"Apogee Interactive, Inc","Apogee Interactive, Inc",gacre100,100 Crescent Center Pkwy,GA,FRG 6                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000397,c0000428    ,Leppard Johnson & Associates,Leppard Johnson & Associates,gacre100,100 Crescent Center Pkwy,GA,FRG 6                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0000960,c0000064    ,A1 Nurse Care LLC,A1 Nurse Care LLC,gacre100,100 Crescent Center Pkwy,GA,FRG 6                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0001071,c0000847    ,"North America Auto Transportation, LLC","North America Auto Transportation, LLC",gacre100,100 Crescent Center Pkwy,GA,FRG 6                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001041,c0000840    ,"Best Foot Forward Solution Services, LLC","Best Foot Forward Solution Services, LLC",gacre100,100 Crescent Center Pkwy,GA,FRG 6                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000998,c0000843    ,"Liberty Exchange Group, LLC","Liberty Exchange Group, LLC",gacre100,100 Crescent Center Pkwy,GA,FRG 6                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0001005,c0000845    ,"Miller Environmental Group, Inc.","Miller Environmental Group, Inc. ",gacre100,100 Crescent Center Pkwy,GA,FRG 6                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001037,c0000844    ,"Martin Riley Associates Architects, P.C.","Martin Riley Associates Architects, P.C.",gacre100,100 Crescent Center Pkwy,GA,FRG 6                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001256,c0000943    ,"RK Reeves & Associates, Inc.",RK Reeves,gacre100,100 Crescent Center Pkwy,GA,FRG 6                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown
t0001224,c0000943    ,"RK Reeves & Associates, Inc.","RK Reeves & Associates, Inc.",gacre100,100 Crescent Center Pkwy,GA,FRG 6                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000935,c0000005    ,1800NOFAULT LLC,1800NOFAULT LLC,gacre100,100 Crescent Center Pkwy,GA,FRG 6                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000391,c0000538    ,"Paramedics Logistics Operating Co, LLC","Paramedics Logistics Operating Co, LLC",gacre100,100 Crescent Center Pkwy,GA,FRG 6                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000392,c0000768    ,"Zenith American Solutions, Inc","Zenith American Solutions, Inc",gacre100,100 Crescent Center Pkwy,GA,FRG 6                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000997,c0000846    ,National Youth Advocate Program Inc.,National Youth Advocate Program Inc.,gacre100,100 Crescent Center Pkwy,GA,FRG 6                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000383,c0000040    ,Gainwell Technologies,Gainwell Technologies,gacre100,100 Crescent Center Pkwy,GA,FRG 6                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000384,c0000318    ,Global Power,Global Power ,gacre100,100 Crescent Center Pkwy,GA,FRG 6                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000387,c0000430    ,"Lipshutz Greenblatt, LLC","Lipshutz Greenblatt, LLC",gacre100,100 Crescent Center Pkwy,GA,FRG 6                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000388,c0000623    ,"Sharpest Vision Refractive Surgery, PC","Sharpest Vision Refractive Surgery, PC",gacre100,100 Crescent Center Pkwy,GA,FRG 6                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000389,c0000302    ,"GA Association of Educators, Inc","GA Association of Educators, Inc ",gacre100,100 Crescent Center Pkwy,GA,FRG 6                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000390,c0000552    ,Piedmont Law Group of Garcia & Benkert,Piedmont Law Group of Garcia & Benkert,gacre100,100 Crescent Center Pkwy,GA,FRG 6                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000405,c0000406    ,"Kilpatrick, Rea & Associates, PC","Kilpatrick, Rea & Associates, PC",gacre100,100 Crescent Center Pkwy,GA,FRG 6                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000406,c0000091    ,American Center for Law & Justice,American Center for Law & Justice,gacre100,100 Crescent Center Pkwy,GA,FRG 6                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0000407,c0000336    ,"Gypsum Management and Supply, Inc","Gypsum Management and Supply, Inc",gacre100,100 Crescent Center Pkwy,GA,FRG 6                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000408,c0000312    ,Geico,Geico,gacre100,100 Crescent Center Pkwy,GA,FRG 6                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000409,c0000526    ,"One Ring Networks, Inc","One Ring Networks, Inc",gacre100,100 Crescent Center Pkwy,GA,FRG 6                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000382,c0000040    ,Gainwell Technologies,Gainwell Technologies,gacre100,100 Crescent Center Pkwy,GA,FRG 6                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000399,c0000720    ,Transamerica Premier Life Insurance,Transamerica Premier Life Insurance,gacre100,100 Crescent Center Pkwy,GA,FRG 6                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0000400,c0000727    ,"Turknett Associates, Inc","Turknett Associates, Inc",gacre100,100 Crescent Center Pkwy,GA,FRG 6                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000401,c0000304    ,Gallagher Bassett Services,Gallagher Bassett Services,gacre100,100 Crescent Center Pkwy,GA,FRG 6                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0000402,c0000129    ,"Barrett Turner & Engel, LLP","Barrett Turner & Engel, LLP",gacre100,100 Crescent Center Pkwy,GA,FRG 6                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000403,c0000702    ,"The Moreno Law Firm, LLC","The Moreno Law Firm, LLC ",gacre100,100 Crescent Center Pkwy,GA,FRG 6                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0000404,c0000327    ,"Graphic Works, Inc","Graphic Works, Inc ",gacre100,100 Crescent Center Pkwy,GA,FRG 6                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0000255,c0000240    ,Duke Towing,Duke Towing,gaga1104,852 Dailey Mill Rd.,GA,FRG 6                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000256,c0000481    ,Mike Sutherland - Serenity Landscape,Mike Sutherland - Serenity Landscape,gaga1104,852 Dailey Mill Rd.,GA,FRG 6                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000455,c0000247    ,Eagle West,Eagle West,gaga1104,852 Dailey Mill Rd.,GA,FRG 6                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000373,c0000399    ,KB Sports League,KB Sports League,gaga1104,852 Dailey Mill Rd.,GA,FRG 6                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0000352,c0000039    ,Foundation Building Materials LLC,Foundation Building Materials LLC,gaga1104,852 Dailey Mill Rd.,GA,FRG 6                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
